employee_id,first_name,last_name,department,job_title,pay_grade,start_date,termination_date,salary,job_type,work_email
EMP1235,Andrew,Kim,Human Resources,HR Manager,PG7,2015-03-29,"September 08, 2022",95981,FULL-TIME,andrew.kim@atech.org
EMP1050,Anna,jones,Executive,Chief Executive Officer,PG6,2021-06-12,,72692,Full-Time,anna.jones@atech.org
EMP1129,Karen,Carter,Information Technology,QA Engineer,PG6,"January 19, 2017",08-03-20,"$78,376",Full Time,karen.carter@atech.org
EMP1102,Jack,Davis,Information Technology,Network Engineer,PG6,09/23/2025,,86379,FULL-TIME,jack.davis@atech.org
EMP1329,George,miller,Finance,Accounts Payable Clerk,PG2,"December 01, 2015",,34994,Full-Time,george.miller1@atech.org
EMP1193,Ashley,Lewis,Operations,Warehouse Associate,PG-2,04-16-26,,32112,contract ,ashley.lewis@atech.org
EMP1456,Daniel,Mitchell,Information Technology,Systems Administrator,PG3,"April 10, 2026",,46488,CONTRACT,daniel.mitchell@atech.org
EMP1003,JANET, Collins ,Engineering,Mechanical Engineer,pg6,29-Jul-2021,,80403,CONTRACT,janet.collins@atech.org
EMP1384,Margaret,White,Finance,Payroll Specialist,PG4,"May 21, 2017",2017-01-30,56497,Full-time ,margaret.white@atech.org
EMP1024,Jeffrey,Ramirez,engineering,Project Engineer,PG6,10/22/2018,,94009,PART-TIME,jeffrey.ramirez@atech.org
EMP1324,Ryan,Thompson,Customer Service,Call Center Agent,PG2,05/10/2019,,"$34,234",Full Time,ryan.thompson@atech.org
EMP1492,Elizabeth,Cooper,Executive,Chief Operating Officer,PG6,07-13-19,,74878,full-time,elizabeth.cooper@atech.org
EMP1465,Susan,Gomez,Human Resources,HR Director,PG9,2021/08/28,,135186,FULL-TIME,
EMP1124,Robert,Cook,Customer Service,Customer Support Lead,PG5,2018-05-04,"May 15, 2025","$59,753",full-time,robert.cook@atech.org
EMP1302,SARAH,Turner,Legal,Legal Assistant,PG2,"July 06, 2024",,35945,Full Time,sarah.turner@atech.org
EMP1242,Gregory, Clark ,Customer Service,Customer Service Rep,PG3,10/28/2020,11/08/2023,41331,TEMPORARY,gregory.clark@atech.org
EMP1012,Jonathan,Edwards,Information Technology,QA Engineer,PG6,08-08-20,,"$74,012",Contract,jonathan.edwards@atech.org
EMP1261,brandon,Wright,Engineering,Mechanical Engineer,pg6,2021/10/25,"April 26, 2024",92061,PART-TIME,brandon.wright@atech.org
EMP1146,Elizabeth,Lopez,Customer Service,Call Center Agent,PG2,04-12-23,,"$43,382",Full-time ,elizabeth.lopez@atech.org
EMP1022,JOSEPH,Roberts,Executive,Chief Financial Officer,pg6,12-Oct-2024,,73346,Temp,joseph.roberts@atech.org
EMP1361,Benjamin,DAVIS,Engineering,Civil Engineer,PG6,23-May-2020,,79936,Contractor,benjamin.davis@atech.org
EMP1062,Linda,Morris,Customer Service,Client Success Manager,PG-7,12-12-24,07-Dec-2025,97482,FT,linda.morris@atech.org
EMP1433,Pamela,Taylor,Marketing,Graphic Designer,PG4,15-Dec-2022,,46158,part-time,pamela.taylor1@atech.org
EMP1238, Kathleen ,Young,Operations,Logistics Coordinator,PG3,08/13/2015,,53167,Full Time,kathleen.young@atech.org
EMP1402,James,Thomas,Engineering,Electrical Engineer,PG6,05-13-24,,70213,FT,james.thomas@atech.org
EMP1052,Steven,Johnson,Legal,Compliance Officer,PG6,08-28-16,,87203,Full-time ,steven.johnson@atech.org
EMP1142,Nancy,Hernandez,Executive,Chief Executive Officer,PG6,"September 25, 2015",04-Nov-2021,89938,Full-time ,nancy.hernandez@atech.org
EMP1049,RYAN,Johnson,Information Technology,QA Engineer,PG6,09-04-16,,89455,Full-time ,ryan.johnson@atech.org
EMP1396,Katherine, Cruz ,Operations,Logistics Coordinator,PG3,2021-10-06,,54704,Part Time,katherine.cruz@atech.org
EMP1300,Stephanie,Taylor,Marketing,Marketing Coordinator,PG3,2016/03/11,21-Jul-2022,48049,Full-Time,stephanie.taylor@atech.org
EMP1288,Daniel,Harris,Operations,Warehouse Associate,PG2,"August 23, 2025",,41017,Full-time ,daniel.harris@atech.org
EMP1303,George,Jones,Human Resources,HR Director,PG9,2017-07-16,,136671,Full-time ,george.jones@atech.org
EMP1363,Samuel,Garcia,Legal,Paralegal,PG4,"November 18, 2016",,45906,full-time,samuel.garcia@atech.org
EMP1034, Paul ,Ward,Engineering,Project Engineer,PG6,01/07/2021,,83232,TEMPORARY,paul.ward@atech.org
EMP1338,Melissa,Roberts,Operations,Operations Analyst,PG5,2021/11/28,,64327,Full-time ,melissa.roberts@atech.org
EMP1084,Benjamin,wilson,Executive,Chief Operating Officer,pg6,08/05/2022,,69371,Contractor,benjamin.wilson@atech.org
EMP1494,Angela,MARTINEZ,Information Technology,DevOps Engineer,PG6,02-Oct-2023,,92599,Full Time,angela.martinez@atech.org
EMP1123,PATRICK,Martin,Human Resources,HR Manager,PG7,10-May-2016,,91571,full-time,
EMP1015,Raymond,Howard,Executive,VP of Marketing,PG9,2019-08-01,,140733,Full Time,raymond.howard@atech.org
EMP1478,Rachel,Kelly,Marketing,Marketing Director,PG9,2016/01/28,07/10/2020,122763,PART-TIME,rachel.kelly@atech.org
EMP1364,Jack,Cook,Finance,Controller,PG3,08/24/2020,,59019,FT,jack.cook@atech.org
EMP1280,NICHOLAS,Anderson,Information Technology,Systems Administrator,PG3,2025-02-10,,52880,Part Time,nicholas.anderson@atech.org
EMP1440,Stephanie,Harris,Customer Service,Customer Service Rep,PG3,2018-01-23,,"$36,175",Full-Time,stephanie.harris@atech.org
EMP1056,George,lopez,Customer Service,Customer Service Rep,PG3,"March 14, 2025",,40332,full-time,
EMP1439,Margaret,Murphy,Customer Service,Customer Service Rep,pg3,2017/05/11,,42041,Full Time,"margaret.murphy1@atech,org"
EMP1100,Angela,Morgan,Legal,Compliance Officer,PG6,"April 06, 2023",,80561,FT,angela.morgan@atech.com
EMP1341,Jacob,Thomas,Marketing,SEO Specialist,PG4,27-Jun-2020,09-05-23,53877,Full-time ,jacob.thomas@atech.org
EMP1340,Patrick, Reed ,Information Technology,Network Engineer,PG6,2021/06/29,,74095,contract ,patrick.reed@atech.org
EMP1437,Laura,Rodriguez,Customer Service,Customer Support Lead,PG5,01/04/2026,,66615,PT,laura.rodriguez@atech.org
EMP1085,Jennifer,sanchez,Human Resources,HR Coordinator,PG3,08-14-25,,47080,Full-Time,jennifer.sanchez@atech.org
EMP1195,Susan,Williams,Human Resources,Benefits Specialist,PG4,2023-07-13,06-12-26,51794,Full-time ,susan.williams@atech.org
EMP1208,Joshua,Peterson,Operations,Operations Director,PG9,07-08-21,,119243,Full-time ,joshua.peterson@atech.org
EMP1161,Larry,DAVIS,Customer Service,Customer Support Lead,PG5,01/24/2022,,61879,contract ,larry.davis@atech.org
EMP1392,Benjamin,thomas,Sales,Sales Manager,PG7,11/25/2024,,80145,CONTRACT,benjamin.thomas@atech.org
EMP1240,Anthony,ROBINSON,Sales,Account Executive,,"May 23, 2017",2018/05/09,51666,Full-Time,anthony.robinson@atech.org
EMP1395,Raymond,gutierrez,Marketing,SEO Specialist,PG4,"October 29, 2021",,61172,FT,raymond.gutierrez@atech.org
EMP1095,jeffrey,Turner,Legal,Legal Assistant,PG2,03/22/2018,,36342,PT,jeffrey.turner@atech.org
EMP1201,Shirley,Kelly,Executive,Chief Financial Officer,PG6,"August 23, 2026",,86949,Full-time ,shirley.kelly@atech.org
EMP1372,Andrew,MURPHY,Customer Service,Customer Support Lead,PG5,"November 01, 2019",,,part-time,andrew.murphy@atech.org
EMP1347,Nicole,Clark,Executive,Chief Financial Officer,PG6,2015/08/28,"November 06, 2018",71054,FULL-TIME,"nicole.clark@atech,org"
EMP1206,Emma,Thomas,Legal,Legal Assistant,PG-2,03-10-26,,41260,FULL-TIME,emma.thomas@atech.org
EMP1109,Kathleen,Adams,Sales,Sales Representative,PG3,2025/01/07,,42272,Full-time ,kathleen.adams@atech.org
EMP1065,Amanda,Wilson,Executive,VP of Marketing,,2025/10/25,,133942,Full-Time,amanda.wilson@atech.org
EMP1343,Angela,Harris,Information Technology,IT Support Specialist,PG4,02-03-22,,53476,Full-time ,angela.harris@atech.org
EMP1268,Katherine,Kelly,Sales,Sales Director,PG9,09-Aug-2016,05-Jul-2021,139357,Full-Time,katherine.kelly@atech.org
EMP1048,HEATHER,Evans,Human Resources,HR Coordinator,PG3,"July 21, 2023",,54201,CONTRACT,heather.evans@atech.org
EMP1140,Sarah,Green,Finance,Financial Analyst,PG-5,05/17/2023,,65006,Full Time,sarah.green@atech.org
EMP1333,Rachel,Ortiz,Engineering,Project Engineer,PG6,12/16/2017,,83007,CONTRACT,rachel.ortiz@atech.com
EMP1301,DANIEL,STEWART,Information Technology,Network Engineer,PG6,2023-01-30,,86200.00,Temp,daniel.stewart@atech.org
EMP1491,MARIA,Ramos,Engineering,Engineering Manager,PG6,2021-03-10,2025-07-30,80176,Full-time ,maria.ramos1@atech.org
EMP1157, Jennifer ,Johnson,Sales,Sales Representative,PG3,2018/05/14,"November 04, 2018",45729,part-time,jennifer.johnson@atech.org
EMP1257,Samuel,Hall,Legal,Legal Counsel,PG8,13-Jan-2023,,96399,Full-time ,samuel.hall@atech.org
EMP1293,Brenda,Rogers,Finance,Financial Analyst,PG5,2022-02-22,,"$72,777",Full Time,brenda.rogers@atech.org
EMP1133, George ,Anderson,Executive,Chief Financial Officer,PG6,2019/01/13,,84406,temporary,george.anderson@atech.org
EMP1284,Andrew,Ward,Executive,VP of Marketing,,2025-03-19,,156842,FT,andrew.ward@atech.org
EMP1233,Steven,flores,Executive,Chief Operating Officer,PG6,2018/02/05,,88117,part-time,steven.flores@atech.org
EMP1217,Jessica,Morgan,Human Resources,Benefits Specialist,PG4,2016-01-08,,50072,Temporary,jessica.morgan@atech.org
EMP1203,Barbara,Murphy,Legal,Compliance Officer,PG6,26-May-2015,2020-02-07,68889,Full-Time,barbara.murphy@atech.org
EMP1006,justin,Diaz,Executive,VP of Sales,PG9,07-Feb-2018,,143723.00,Full-Time,justin.diaz@atech.org
EMP1083,Pamela,Turner,Information Technology,IT Support Specialist,pg4,2026/05/19,,"$59,816",full-time,pamela.turner@atech.org
EMP1258,Scott,Peterson,Information Technology,IT Support Specialist,PG4,"November 27, 2020",,53079,Contractor,scott.peterson@atech.org
EMP1089,Emily,Young,Finance,Accountant,PG3,09/06/2023,,46096,Contractor,emily.young@atech.org
EMP1017,Joshua,Wilson,Information Technology,IT Manager,PG7,2018-06-27,05/08/2025,78782,Full-time ,joshua.wilson@atech.org
EMP1359,Mark,Richardson,Finance,Payroll Specialist,PG4,"February 17, 2021",,51104,Full-Time,mark.richardson@atech.org
EMP1080,Catherine,Lee,Marketing,SEO Specialist,,2024-10-23,,64821,Contract,catherine.lee@atech.org
EMP1371,Rachel,Perez,Human Resources,Recruiter,PG3,07-May-2018,07/22/2022,54054,Full-time ,rachel.perez@atech.org
EMP1442,ERIC,WILSON,Customer Service,Call Center Agent,pg2,2015-02-08,06/02/2019,39274,Full Time,eric.wilson@atech.com
EMP1325,Donna,Cox,Information Technology,Systems Administrator,PG3,"February 25, 2020",01-31-26,58943,full-time,donna.cox@atech.org
EMP1228,eric,Phillips,Executive,VP of Marketing,PG9,2021/05/11,,121220,full-time,eric.phillips1@atech.org
EMP1173,Anthony,Young,Finance,Finance Manager,PG7,2015/01/11,2020/01/09,83410,full-time,anthony.young@atech.org
EMP1211,HEATHER,Cruz,Sales,Sales Manager,PG7,29-May-2019,,99743,Full Time,heather.cruz@atech.org
EMP1444,Deborah,Ramirez,Legal,Legal Counsel,PG8,"March 31, 2021",,99326,Full Time,deborah.ramirez@atech.org
EMP1154,DAVID,Rogers,Sales,Account Executive,PG3,2016/06/25,,"$57,576",Temp,david.rogers@atech.org
EMP1271,RACHEL,Richardson,Marketing,Marketing Coordinator,PG3,2015-03-10,03-Sep-2022,49617,TEMPORARY,rachel.richardson@atech.org
EMP1412,Katherine,Martinez,Engineering,Mechanical Engineer,PG6,2017-10-08,,94740,contract ,katherine.martinez@atech.org
EMP1241,Emily,morales,Information Technology,IT Manager,PG7,2017-11-16,09-14-22,88037,FT,emily.morales@atech.org
EMP1406,lisa,Allen,Finance,Financial Analyst,PG5,10/18/2018,07/11/2022,"$65,053",full-time,lisa.allen@atech.org
EMP1428, Melissa ,Ortiz,Legal,Legal Assistant,PG2,29-Dec-2023,,40762,Part Time,melissa.ortiz@atech.org
EMP1214,BRANDON,Richardson,Sales,Sales Representative,PG3,22-Jul-2023,,49182,FULL-TIME,brandon.richardson@atech.org
EMP1292,Barbara,Nelson,Legal,Paralegal,PG4,"January 03, 2022",2025/08/03,46689,Full Time,barbara.nelson@atech.org
EMP1007,Stephen,Johnson,Finance,Payroll Specialist,PG4,2022/08/18,,56743,Full-time ,stephen.johnson@atech.org
EMP1431,Emily,Harris,Executive,Chief Financial Officer,PG6,11-09-20,18-Apr-2024,89654,Contractor,emily.harris2@atech.com
EMP1391,Paul,Martin,Engineering,Engineering Manager,PG-6,02/18/2016,,89937,Full-Time,paul.martin@atech.org
EMP1041,Benjamin,Ramos,Sales,Business Development Rep,PG3,05-05-18,,37880,Full Time,benjamin.ramos@atech.org
EMP1496,Katherine,HALL,Executive,Chief Operating Officer,PG-6,2020-12-03,,75635,FT,katherine.hall@atech.org
EMP1188,Debra,moore,Human Resources,Benefits Specialist,PG4,2020/10/26,,64297,PART-TIME,debra.moore@atech.org
EMP1137,Richard,Cruz,Legal,Compliance Officer,PG6,07/31/2017,2021/07/05,67201,CONTRACT,richard.cruz@atech.org
EMP1016,Elizabeth,Morgan,Sales,Sales Director,PG-9,"October 30, 2022",,122380,Full Time,elizabeth.morgan@atech.org
EMP1081,Carolyn,NELSON,Information Technology,Systems Administrator,PG3,08-06-25,,41255,part-time,carolyn.nelson@atech.org
EMP1305,LARRY,King,Human Resources,Benefits Specialist,PG4,27-Feb-2016,,63504,Part-Time,larry.king@atech.org
EMP1417,Michelle,Rodriguez,Finance,Accountant,PG3,2015-07-16,,55727,FT,michelle.rodriguez@atech.org
EMP1038,SAMANTHA,Morales,Finance,Accountant,PG3,26-Sep-2025,,"$58,810",full-time,samantha.morales@atech.org
EMP1378,GREGORY,Gonzalez,Operations,Operations Analyst,PG5,2017-09-26,,64315.00,TEMPORARY,gregory.gonzalez@atech.org
EMP1055,THOMAS,Cooper,Operations,Operations Director,PG9,"September 09, 2018",04-Mar-2024,137885,Full-Time,thomas.cooper@atech.org
EMP1028,ALEXANDER,Martin,Sales,Sales Representative,PG3,06-13-25,,44797,FULL-TIME,alexander.martin@atech.org
EMP1191,sarah,Sanchez,Operations,Logistics Coordinator,PG3,04/06/2025,,51329,FT,sarah.sanchez@atech.com
EMP1400,Gary,Turner,Information Technology,Systems Administrator,PG-3,04-07-25,,56573,Full-time ,gary.turner@atech.org
EMP1014, Linda ,miller,Executive,VP of Sales,PG9,07-13-18,2024-04-22,152954,Full-Time,linda.miller@atech.org
EMP1194,AMANDA,Harris,Information Technology,QA Engineer,PG6,2017/12/10,"April 08, 2018",68626,Full-time ,amanda.harris@atech.org
EMP1353, Timothy ,Cox,Operations,Operations Manager,PG7,"February 28, 2017",,84920,full-time,timothy.cox@atech.org
EMP1463,Kevin, Lewis ,Executive,VP of Marketing,PG9,"June 16, 2023",,124238,PART-TIME,kevin.lewis@atech.org
EMP1405,Justin,Cruz,Finance,Controller,PG3,01/04/2016,,59885,Full Time,justin.cruz@atech.org
EMP1029,Rebecca,Morgan,Engineering,Engineering Manager,PG6,"February 13, 2021",,75226,Full-time ,rebecca.morgan@atech.org
EMP1470,Scott,Thompson,Customer Service,Customer Service Rep,PG3,28-Jul-2023,,"$48,742",Full-Time,
EMP1108,Janet,Collins,Marketing,Graphic Designer,pg4,07/24/2022,,49050,Part Time,janet.collins1@atech.org
EMP1125,Katherine,Jones,Finance,Accounts Payable Clerk,PG2,2025/09/04,2025/11/11,35106,full-time,katherine.jones@atech.org
EMP1376,Kenneth,Morales,Information Technology,DevOps Engineer,PG6,2016-03-23,09-15-16,"$69,743",part-time,kenneth.morales2@atech.org
EMP1283,Scott,Kim,Human Resources,HR Manager,PG7,2019/08/28,2021-05-26,92935,Full-Time,
EMP1074,Karen,Davis,Legal,Paralegal,PG4,09-14-22,,58286,Part-Time,karen.davis@atech.org
EMP1236,Emily,Phillips,Operations,Logistics Coordinator,PG3,08-12-26,,48642,FT,emily.phillips@atech.org
EMP1151,Deborah,Hall,Customer Service,Call Center Agent,PG2,2016/11/21,"September 17, 2023","$34,290",Full-time ,deborah.hall@atech.org
EMP1072,Amy,Reyes,Executive,VP of Marketing,PG9,2022-04-01,,149419,Full-Time,amy.reyes@atech.org
EMP1475,Emily,Taylor,Executive,VP of Sales,PG9,2020/11/05,,124873,Full-Time,emily.taylor@atech.org
EMP1441,nicole,Gonzalez,Information Technology,IT Manager,PG7,2023/10/07,,79068,Part Time,nicole.gonzalez@atech.org
EMP1031, Anna ,Miller,Operations,Operations Manager,pg7,26-Nov-2015,,96303,Full-Time,anna.miller@atech.org
EMP1471,Alexander,gonzalez,Executive,Chief Financial Officer,PG6,"September 22, 2024",,77581,Full-time ,
EMP1069,Maria,Parker,Information Technology,Systems Administrator,PG3,02-29-20,,52458,Contract,maria.parker@atech.org
EMP1243,Pamela,taylor,Executive,Chief Financial Officer,PG6,2020/04/15,,68272.00,Full-time ,pamela.taylor@atech.org
EMP1286, Kimberly ,Ortiz,Executive,VP of Marketing,PG9,2026/02/18,,143190,Full Time,kimberly.ortiz@atech.org
EMP1368,Jacob,EVANS,Operations,Logistics Coordinator,PG3,11/07/2020,,43644,FULL-TIME,"jacob.evans@atech,org"
EMP1009,William,Morgan,Information Technology,Systems Administrator,PG3,2018-09-14,08-02-25,55574,Temp,william.morgan@atech.org
EMP1105,Ashley,Miller,Engineering,Civil Engineer,PG6,03/31/2017,,"$88,904",Full Time,ashley.miller@atech.org
EMP1498,Sharon,Mitchell,Information Technology,DevOps Engineer,PG6,04/21/2025,,,Full-time ,sharon.mitchell@atech.org
EMP1186,PATRICK,Scott,Customer Service,Client Success Manager,PG7,23-Nov-2019,,86426,Contractor,patrick.scott@atech.org
EMP1121,Mark,Jackson,Human Resources,HR Coordinator,PG3,2024/05/13,,51065,FULL-TIME,mark.jackson@atech.org
EMP1045,ANTHONY,Wright,Engineering,Civil Engineer,PG6,2025/11/14,,77438,Full Time,anthony.wright@atech.org
EMP1360,Angela,Collins,Engineering,Civil Engineer,PG6,2026/07/30,,68609,Full-time ,angela.collins@atech.org
EMP1113,Anna,Davis,Finance,Accounts Payable Clerk,PG2,"January 14, 2019",,32259,temporary,anna.davis@atech.org
EMP1398,Jack, Smith ,Legal,Compliance Officer,PG6,2020-03-30,,72736,CONTRACT,jack.smith@atech.org
EMP1414,Ronald,Anderson,Marketing,Marketing Director,PG9,2019/05/07,,,PART-TIME,ronald.anderson@atech.org
EMP1270,Michelle,Edwards,Legal,Paralegal,PG4,10/02/2019,13-Sep-2025,50437,Part Time,michelle.edwards@atech.org
EMP1216, Jack ,Parker,finance,Payroll Specialist,pg4,2022/06/10,2023-05-06,53038,Full-Time,jack.parker@atech.org
EMP1477,barbara,Campbell,Operations,Warehouse Associate,PG2,24-Jan-2020,03-30-21,32397,Full-Time,barbara.campbell@atech.org
EMP1298,Richard,CRUZ,Information Technology,IT Manager,pg7,2017-06-09,,88297,contract ,richard.cruz1@atech.org
EMP1043,Pamela,Garcia,Information Technology,DevOps Engineer,PG6,2021/03/28,,85005,Contract,pamela.garcia@atech.org
EMP1390,brenda, Miller ,Human Resources,HR Coordinator,PG3,"July 23, 2018",2024-04-14,46273,Full-Time,brenda.miller@atech.org
EMP1118,SHIRLEY,Moore,Customer Service,Customer Support Lead,PG5,"October 09, 2016",,62177,Full-time ,
EMP1275,Sarah,Parker,Information Technology,Systems Administrator,pg3,08/27/2017,2019/05/15,50403,full-time,sarah.parker@atech.org
EMP1273,Joshua, Walker ,Engineering,Electrical Engineer,pg6,"October 11, 2020",,94604,Contract,joshua.walker@atech.org
EMP1253,Janet,Johnson,Sales,Sales Representative,pg3,2019-11-15,,40468,contract ,janet.johnson@atech.org
EMP1274,Gregory,Ward,Sales,Business Development Rep,PG3,"July 25, 2024",,39938.00,FULL-TIME,gregory.ward@atech.org
EMP1276,Susan,Taylor,Information Technology,Software Engineer,PG6,26-Dec-2020,,92983,Full Time,susan.taylor@atech.org
EMP1255, Michelle ,Adams,Information Technology,Software Engineer,PG6,09/27/2017,24-Dec-2024,92403,CONTRACT,michelle.adams@atech.com
EMP1282,MICHAEL,Turner,Marketing,Content Strategist,PG3,2019-01-20,2018-11-07,54622,full-time,michael.turner@atech.org
EMP1215,Katherine,Harris,Operations,Operations Director,PG9,2018/10/03,,"$110,396",Full-time ,katherine.harris@atech.org
EMP1480,SANDRA,Flores,Finance,Finance Manager,PG7,01-08-17,,,Full-Time,sandra.flores@atech.org
EMP1126, Larry ,stewart,Marketing,Marketing Coordinator,PG3,"April 15, 2021",,"$43,218",FT,larry.stewart@atech.org
EMP1335,Christopher,Morgan,Marketing,Marketing Coordinator,PG3,"March 15, 2026",,"$42,408",Temp,christopher.morgan@atech.org
EMP1071,mark,nelson,Information Technology,IT Support Specialist,PG4,2026/06/09,,64727,Temp,mark.nelson@atech.org
EMP1464,Matthew,Anderson,Executive,Chief Operating Officer,PG6,07/12/2023,"June 17, 2023",69175,full-time,matthew.anderson@atech.org
EMP1326,Karen,Kelly,human resources,Recruiter,pg3,2025/07/22,,41449,full-time,karen.kelly@atech.org
EMP1309,kevin,Wright,Marketing,Marketing Coordinator,PG3,2023-10-10,,46183,Full-time ,kevin.wright@atech.org
EMP1212,Thomas,Lee,Executive,Chief Operating Officer,PG6,2018-06-22,"March 04, 2022",65184,TEMPORARY,thomas.lee@atech.org
EMP1356, Jack ,Howard,Human Resources,Benefits Specialist,PG4,08/08/2024,,59182,Full-time ,jack.howard@atech.org
EMP1247,Maria,RAMOS,Engineering,Project Engineer,,"July 09, 2015",2018/03/26,81565,Part-Time,maria.ramos@atech.org
EMP1449,Donald,Cook,Finance,Accounts Payable Clerk,PG2,06-Sep-2018,,37939,Full Time,donald.cook@atech.org
EMP1254,ANNA,Stewart,Information Technology,Network Engineer,PG6,2015/04/14,05/19/2023,76194,Temp,anna.stewart@atech.org
EMP1424,LISA,smith,Operations,Operations Analyst,PG5,"August 01, 2017",08/08/2022,"$57,416",TEMPORARY,lisa.smith@atech.org
EMP1487,gregory,Baker,Customer Service,Customer Service Rep,PG3,04-30-21,,43116,Full Time,gregory.baker@atech.org
EMP1489,Timothy,Evans,Engineering,Electrical Engineer,PG6,2020-03-10,01-18-25,90942,Full-Time,timothy.evans@atech.org
EMP1393,Jacob,Baker,Marketing,Marketing Director,PG-9,05-09-23,,116223.00,Part Time,jacob.baker@atech.org
EMP1094,Patricia, Hernandez ,Human Resources,Benefits Specialist,PG4,05/05/2024,,56672,contract ,patricia.hernandez@atech.org
EMP1066,Brenda,brown,Executive,Chief Operating Officer,PG6,12-06-21,,65948,Full Time,
EMP1166,Barbara,Scott,Customer Service,Customer Support Lead,PG5,08/03/2020,,64868,Contractor,barbara.scott@atech.org
EMP1047,Nicholas,Wright,Human Resources,HR Coordinator,PG3,12/25/2025,,53895,FT,nicholas.wright@atech.org
EMP1075,Heather,Baker,Executive,Chief Executive Officer,PG6,23-Jun-2016,,85672,FT,heather.baker@atech.org
EMP1143,DENNIS,Garcia,Legal,Legal Counsel,PG-8,2020/07/20,,122862,FT,dennis.garcia@atech.org
EMP1373,Debra,Collins,Finance,Accountant,PG-3,02-Apr-2022,,55364,full-time,debra.collins@atech.org
EMP1490,JAMES,MILLER,Operations,Operations Manager,PG7,05-Apr-2017,,84349,FT,james.miller@atech.org
EMP1296,Andrew,Hall,Executive,VP of Marketing,PG9,02-06-24,,"$128,348",Full-time ,andrew.hall@atech.org
EMP1474,jonathan,Cruz,Information Technology,DevOps Engineer,PG6,24-Nov-2022,,90777,Part-Time,jonathan.cruz@atech.org
EMP1035,Gary,Ramirez,Operations,Warehouse Associate,PG2,2021-03-13,,35576,Full Time,gary.ramirez@atech.org
EMP1245,Brian,Williams,Customer Service,Customer Service Rep,PG3,2019/06/18,,41752,FT,brian.williams@atech.org
EMP1403,Christine,Edwards,Information Technology,Data Analyst,PG5,2024/03/09,,57926,Full-Time,christine.edwards@atech.org
EMP1408,Gregory,Gonzalez,Sales,Sales Director,PG9,2024-02-15,,113229,Full Time,gregory.gonzalez1@atech.org
EMP1370,EMMA,Adams,Marketing,Marketing Manager,PG7,30-Jan-2019,,"$77,765",CONTRACT,emma.adams@atech.org
EMP1229,Angela,King,Information Technology,Data Analyst,PG5,"July 17, 2016",12/11/2020,69859,FULL-TIME,angela.king@atech.org
EMP1200,Gregory,Cruz,information technology,QA Engineer,PG6,2015/08/25,,93531,Part Time,gregory.cruz1@atech.org
EMP1425, Ashley ,Thompson,Sales,Sales Representative,PG3,"April 08, 2017",12/11/2024,40884,Contract,ashley.thompson@atech.org
EMP1164,Stephanie,Mitchell,Finance,Controller,PG3,09-06-16,06/27/2017,"$59,205",Full Time,stephanie.mitchell@atech.org
EMP1488,Betty,Stewart,Finance,Payroll Specialist,PG4,2019-03-26,,64460.00,Part Time,betty.stewart@atech.org
EMP1486,Kathleen,Wright,Finance,Accounts Payable Clerk,PG2,2017-11-09,,36006.00,Contractor,kathleen.wright@atech.org
EMP1399,Charles,Diaz,Customer Service,Customer Service Rep,pg3,2017/12/01,,37511,FULL-TIME,charles.diaz@atech.org
EMP1448,Debra,Lewis,Executive,VP of Sales,PG9,12/02/2024,,"$154,175",Full Time,debra.lewis@atech.org
EMP1002,Anna,Turner,Sales,Business Development Rep,PG3,2015-02-23,,45654.00,FT,anna.turner@atech.org
EMP1404,michelle,Bailey,Finance,Payroll Specialist,PG4,2016/03/09,,50790,PART-TIME,
EMP1466,JESSICA,Scott,Executive,VP of Sales,PG9,2023/06/13,,134136,Part Time,jessica.scott@atech.org
EMP1409,Cynthia,Richardson,Marketing,Graphic Designer,,"May 07, 2016",,61926,Full-time ,cynthia.richardson@atech.org
EMP1365,Margaret, Scott ,Legal,Legal Assistant,PG2,03-Apr-2016,,37166,TEMPORARY,margaret.scott@atech.org
EMP1416,Catherine, Garcia ,Sales,Sales Representative,PG3,25-Jan-2025,,42553,FULL-TIME,catherine.garcia@atech.org
EMP1136,Justin,kelly,Sales,Business Development Rep,PG3,03-23-26,07-31-26,"$42,129",Full-Time,justin.kelly@atech.org
EMP1189,amanda,Cook,Marketing,Marketing Manager,PG7,23-Jan-2019,,96548,PART-TIME,amanda.cook@atech.org
EMP1339,Rebecca,Moore,Executive,VP of Marketing,,10-20-21,,125641,Temporary,rebecca.moore@atech.com
EMP1256,Mary,garcia,Executive,VP of Sales,,"January 03, 2017",2022-09-11,"$159,073",Full-time ,mary.garcia@atech.org
EMP1139,Betty,collins,Finance,Finance Manager,PG7,2022/01/11,,96977,FT,betty.collins@atech.org
EMP1054,SAMANTHA,Harris,Executive,Chief Operating Officer,PG6,01/25/2018,,87208,PT,samantha.harris@atech.org
EMP1179,Dennis,Edwards,Information Technology,Systems Administrator,PG3,30-Oct-2017,2018/10/15,46943,Temp,dennis.edwards@atech.org
EMP1485,edward,WHITE,Engineering,Electrical Engineer,PG6,11/08/2024,,71561,Full-time ,edward.white@atech.org
EMP1419,Brenda,Miller,Marketing,SEO Specialist,PG-4,03-21-24,,61162,part-time,brenda.miller1@atech.org
EMP1320, James ,thompson,Finance,Payroll Specialist,PG4,2025-09-04,,57297,PART-TIME,james.thompson@atech.org
EMP1155,Daniel,Thomas,Human Resources,Benefits Specialist,PG4,04-Sep-2018,,52496,Full-time ,daniel.thomas@atech.org
